name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Telusaa Telusaa,spotify:track:1jz0PUb4rChtZUk4Itn1Co,0.499,0.636,4,-8.176,0.0558,0.769,0.0087,0.113,0.35,167.953,264544,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tqysapcCh1lWEAc9dIFpa'}, 'followers': {'href': None, 'total': 3855970}, 'genres': ['desi pop', 'filmi', 'hare krishna', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1tqysapcCh1lWEAc9dIFpa', 'id': '1tqysapcCh1lWEAc9dIFpa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1a9d9cfc59b01338c0786953', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741a9d9cfc59b01338c0786953', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781a9d9cfc59b01338c0786953', 'width': 160}], 'name': 'Jubin Nautiyal', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:1tqysapcCh1lWEAc9dIFpa'}",Jubin Nautiyal,73,Sarrainodu,54,Telugu Romance,Romance,te,2,35.02513022591463,61.835676383655304,3.592936538085574,82.84108944772976
Naaloney Pongaynu,spotify:track:2bageubuN1HjNZwTNlyh0v,0.714,0.495,9,-7.226,0.0361,0.328,0.0,0.104,0.238,114.979,372600,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'followers': {'href': None, 'total': 3688857}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02812bfb4e32feb448e527e8b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851812bfb4e32feb448e527e8b1', 'width': 64}], 'name': 'Harris Jayaraj', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}",Harris Jayaraj,67,Surya S/o Krishnan (Original Motion Picture Soundtrack),59,Telugu Romance,Romance,te,1,17.975789143610644,8.865473602425793,56.40830060230393,29.865154008931626
Hoyna Hoyna,spotify:track:7mNQwVYgoB3mtjkjCKsbXM,0.713,0.727,6,-7.166,0.0388,0.183,1.22e-06,0.0756,0.515,97.025,271938,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,Gang Leader (Original Motion Picture Soundtrack),57,Telugu Romance,Romance,te,1,35.92539158252439,9.12411779393488,74.36154004570129,11.91502038762125
Super Cute - Telugu,spotify:track:5Y0X2kudA3h4nA2ZdfXn24,0.522,0.803,11,-4.825,0.283,0.492,0.0,0.282,0.441,95.041,221053,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kq8z3vydHjPDggxb16ErB'}, 'followers': {'href': None, 'total': 143725}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4kq8z3vydHjPDggxb16ErB', 'id': '4kq8z3vydHjPDggxb16ErB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdb218cfba82c73c8392cd82b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174db218cfba82c73c8392cd82b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178db218cfba82c73c8392cd82b', 'width': 160}], 'name': 'Nakash Aziz', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4kq8z3vydHjPDggxb16ErB'}",Nakash Aziz,62,Bheeshma,48,Telugu Romance,Romance,te,3,37.975191843402165,11.262952993189213,76.38206423550923,10.253889500453221
Emo Emo,spotify:track:1kYg9IZJ9QwrnHaJztmK5n,0.266,0.539,0,-7.841,0.0402,0.858,0.00021,0.338,0.557,199.845,242413,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN'}, 'followers': {'href': None, 'total': 6475671}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/7qjJw7ZM2ekDSahLXPjIlN', 'id': '7qjJw7ZM2ekDSahLXPjIlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb583f76654d7e8d4b1a9cce7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b583f76654d7e8d4b1a9cce7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b583f76654d7e8d4b1a9cce7', 'width': 160}], 'name': 'Sid Sriram', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7qjJw7ZM2ekDSahLXPjIlN'}",Sid Sriram,73,Raahu (Original Motion Picture Soundtrack),49,Telugu Romance,Romance,te,2,66.90330611560559,93.71761805952691,28.471416605710406,114.73058512320256
Nee Kallalona,spotify:track:1TbAX8IybA1SCy4z4rNTpn,0.668,0.872,2,-5.654,0.0992,0.285,0.0621,0.0875,0.83,131.998,235404,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/26R3WRFIf6FbbNAQuMIjkN'}, 'followers': {'href': None, 'total': 293007}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/26R3WRFIf6FbbNAQuMIjkN', 'id': '26R3WRFIf6FbbNAQuMIjkN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb400283cfddf6465801f54af8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174400283cfddf6465801f54af8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178400283cfddf6465801f54af8', 'width': 160}], 'name': 'Hemachandra Vedala', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:26R3WRFIf6FbbNAQuMIjkN'}",Hemachandra Vedala,55,Jai Lava Kusa,48,Telugu Romance,Romance,te,0,1.7195634691107389,25.885593978610455,39.420161100832395,46.915605191488176
Nenu Nuvvantu,spotify:track:3uEpN8gvEULB7MUNX9DQ18,0.743,0.616,5,-8.798,0.0354,0.154,1.92e-05,0.125,0.758,91.981,287823,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7FaGCZiP3s6X7jQTB8EhfI'}, 'followers': {'href': None, 'total': 553058}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/7FaGCZiP3s6X7jQTB8EhfI', 'id': '7FaGCZiP3s6X7jQTB8EhfI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27376b765824888e522dd59de75', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0276b765824888e522dd59de75', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485176b765824888e522dd59de75', 'width': 64}], 'name': 'Naresh Iyer', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:7FaGCZiP3s6X7jQTB8EhfI'}",Naresh Iyer,62,Orange (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,3,41.00702110126029,14.309221859611025,79.42210319247481,7.020609194423046
Sara Sari - Telugu,spotify:track:2KITDNsklvrgQKFgqCfKwn,0.584,0.727,7,-5.566,0.176,0.335,6.04e-05,0.253,0.544,183.903,241304,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Bheeshma,45,Telugu Romance,Romance,te,2,50.97519458362947,77.77523497363904,12.623438740263047,98.80345379997264
Tharagathi Gadhi - Telugu,spotify:track:7El6rXuDiiMNreCDv5QKBD,0.583,0.644,7,-6.64,0.0378,0.628,0.0,0.0941,0.547,114.953,213437,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4tejKImNVmDcORNBuZ1l14'}, 'followers': {'href': None, 'total': 201583}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/4tejKImNVmDcORNBuZ1l14', 'id': '4tejKImNVmDcORNBuZ1l14', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc1287c819b75d64bcc355338', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c1287c819b75d64bcc355338', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c1287c819b75d64bcc355338', 'width': 160}], 'name': 'Kala Bhairava', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:4tejKImNVmDcORNBuZ1l14'}",Kala Bhairava,59,Colour Photo,55,Telugu Romance,Romance,te,1,18.00335517799363,8.822460289361606,56.436024354655565,29.846387312806915
Reppalaninda,spotify:track:0wS0P4poLYspU4YpCA09Gx,0.494,0.526,2,-6.427,0.0495,0.579,0.000239,0.0953,0.922,86.773,194038,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1QvyquqkuuwUzdszyoKIy4'}, 'followers': {'href': None, 'total': 1208338}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/1QvyquqkuuwUzdszyoKIy4', 'id': '1QvyquqkuuwUzdszyoKIy4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc6d13b5ee303dfd238a8c496', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c6d13b5ee303dfd238a8c496', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c6d13b5ee303dfd238a8c496', 'width': 160}], 'name': 'Haricharan', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:1QvyquqkuuwUzdszyoKIy4'}",Haricharan,64,RX 100 (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,3,46.18304069509683,19.37218786048629,84.61746090745689,1.9633635726407281
Inka Edho,spotify:track:0WM0NpFIZg6JhgneUyU5tl,0.64,0.784,7,-6.674,0.0314,0.333,0.00184,0.188,0.549,92.016,315493,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ'}, 'followers': {'href': None, 'total': 3701867}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/5VVN3xZw1i2qihfITZlvCZ', 'id': '5VVN3xZw1i2qihfITZlvCZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0a5c692089af5c0f9cf839f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740a5c692089af5c0f9cf839f3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780a5c692089af5c0f9cf839f3', 'width': 160}], 'name': 'G. V. Prakash', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:5VVN3xZw1i2qihfITZlvCZ'}",G. V. Prakash,65,Darling (Original Motion Picture Soundtrack),51,Telugu Romance,Romance,te,3,40.93548101719923,14.121279414906923,79.37183992334305,6.939825812307859
Jala Jala Jalapaatham Nuvvu,spotify:track:3NF3c438tAguEcWvU4b5iA,0.679,0.457,0,-9.084,0.0373,0.853,0.000402,0.0974,0.443,91.988,252065,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5sSzCxHtgL82pYDvx2QyEU'}, 'followers': {'href': None, 'total': 5130584}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/5sSzCxHtgL82pYDvx2QyEU', 'id': '5sSzCxHtgL82pYDvx2QyEU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae16bbb67ebe5b65d00875b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae16bbb67ebe5b65d00875b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae16bbb67ebe5b65d00875b5', 'width': 160}], 'name': 'Devi Sri Prasad', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:5sSzCxHtgL82pYDvx2QyEU'}",Devi Sri Prasad,68,Uppena,53,Telugu Romance,Romance,te,3,41.01585493967788,14.35538506708172,79.42195180427595,7.092243687080888
Gaali Vaaluga,spotify:track:4xm7NTpUd9wJNxjvSHMeyQ,0.676,0.81,0,-6.194,0.038,0.64,2.88e-06,0.165,0.616,110.036,258333,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,Agnyaathavaasi (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,1,22.931517259500335,3.9486408459806617,61.35886033905741,24.94982471101007
Manasa Manasa - Telugu,spotify:track:4kEd65XC9mEFTiscE6f6N9,0.653,0.577,4,-6.858,0.0374,0.379,9.31e-05,0.104,0.358,113.108,253412,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN'}, 'followers': {'href': None, 'total': 6475671}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/7qjJw7ZM2ekDSahLXPjIlN', 'id': '7qjJw7ZM2ekDSahLXPjIlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb583f76654d7e8d4b1a9cce7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b583f76654d7e8d4b1a9cce7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b583f76654d7e8d4b1a9cce7', 'width': 160}], 'name': 'Sid Sriram', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7qjJw7ZM2ekDSahLXPjIlN'}",Sid Sriram,73,Most Eligible Bachelor,52,Telugu Romance,Romance,te,1,19.844023820790326,6.977560140552383,58.27934299933271,27.99724637911971
Kanti Papa,spotify:track:4WSam3pcMqExTIVFP9IB3Y,0.684,0.787,9,-7.617,0.0322,0.798,0.104,0.407,0.786,101.06,264330,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN'}, 'followers': {'href': None, 'total': 3960733}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/2FgHPfRprDaylrSRVf1UlN', 'id': '2FgHPfRprDaylrSRVf1UlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd8ee48716280f5ad1b1c06d7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d8ee48716280f5ad1b1c06d7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d8ee48716280f5ad1b1c06d7', 'width': 160}], 'name': 'Thaman S', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:2FgHPfRprDaylrSRVf1UlN'}",Thaman S,67,Vakeel Saab,49,Telugu Romance,Romance,te,1,31.898532582628427,5.179942581840224,70.32895217061129,15.952521306690109
"Ye Chota Nuvvunna (From ""Saaho"") (feat. Tulsi Kumar, Haricharan Seshadri)",spotify:track:499rs8fMaltXk2BOlq9P0m,0.725,0.675,8,-6.225,0.0444,0.116,4.39e-05,0.099,0.641,92.017,194552,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5rQoBDKFnd1n6BkdbgVaRL'}, 'followers': {'href': None, 'total': 11120339}, 'genres': ['desi hip hop', 'desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5rQoBDKFnd1n6BkdbgVaRL', 'id': '5rQoBDKFnd1n6BkdbgVaRL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb609177b911352232113b7fcc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174609177b911352232113b7fcc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178609177b911352232113b7fcc', 'width': 160}], 'name': 'Guru Randhawa', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:5rQoBDKFnd1n6BkdbgVaRL'}",Guru Randhawa,66,"Ye Chota Nuvvunna (From ""Saaho"")",52,Telugu Romance,Romance,te,3,40.94169822643052,14.130541989133704,79.3756903156449,7.008619173488481
Sirivennela,spotify:track:7L2D6W7e8mn0zf8cH78Ch4,0.504,0.639,8,-10.265,0.0356,0.814,0.00578,0.115,0.764,114.672,253595,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Sirivennela - Shyam Singha Roy - Telugu,65,Telugu Romance,Romance,te,1,18.56568303829107,9.25630857212956,56.79875340209056,29.698642869545203
Baitikochi Chuste,spotify:track:5HdgJ8O9buMBZ9cv8223fq,0.596,0.443,6,-6.196,0.0595,0.571,0.0,0.138,0.642,89.747,206667,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,Agnyaathavaasi (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,3,43.21215075815573,16.402041599978627,81.64545664304627,4.787045374060101
Seethakaalam,spotify:track:3slbzXDxifAHcMe5GHaiI3,0.961,0.778,2,-6.585,0.085,0.305,3.82e-06,0.305,0.88,112.967,262489,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2pVurQy6iuWWx707gilSdX'}, 'followers': {'href': None, 'total': 158175}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/2pVurQy6iuWWx707gilSdX', 'id': '2pVurQy6iuWWx707gilSdX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe82749f7f54d0c8b3c4d33e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe82749f7f54d0c8b3c4d33e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe82749f7f54d0c8b3c4d33e', 'width': 160}], 'name': 'Yazin Nizar', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:2pVurQy6iuWWx707gilSdX'}",Yazin Nizar,57,S/O Satyamurthy (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,1,19.99263056016748,6.843800351695674,58.424818375318345,27.867737371634632
Vastunna Vachestunna - Telugu,spotify:track:0VMigv7BI8OpP6CRSkyKX6,0.624,0.386,4,-10.502,0.0764,0.544,0.0047,0.118,0.269,180.166,212000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy'}, 'followers': {'href': None, 'total': 12148054}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0oOet2f43PA68X5RxKobEy', 'id': '0oOet2f43PA68X5RxKobEy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3fe1b3ee6caedd21d2a6b85', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3fe1b3ee6caedd21d2a6b85', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3fe1b3ee6caedd21d2a6b85', 'width': 160}], 'name': 'Shreya Ghoshal', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:0oOet2f43PA68X5RxKobEy'}",Shreya Ghoshal,77,V,50,Telugu Romance,Romance,te,2,47.34491268256425,74.12726690933543,9.391293745895899,95.10122468533928
"Kaatuka Kanule (From ""Aakaasam Nee Haddhu Ra"")",spotify:track:1HobaVS51OdBZqNmqt1TX7,0.751,0.571,2,-7.829,0.236,0.437,6e-05,0.357,0.571,78.996,246000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ'}, 'followers': {'href': None, 'total': 3701867}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/5VVN3xZw1i2qihfITZlvCZ', 'id': '5VVN3xZw1i2qihfITZlvCZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0a5c692089af5c0f9cf839f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740a5c692089af5c0f9cf839f3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780a5c692089af5c0f9cf839f3', 'width': 160}], 'name': 'G. V. Prakash', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:5VVN3xZw1i2qihfITZlvCZ'}",G. V. Prakash,65,"Kaatuka Kanule (From ""Aakaasam Nee Haddhu Ra"")",53,Telugu Romance,Romance,te,3,53.95967192890266,27.163931527165317,92.39239802813414,6.140995029698033
"Undiporaadhey - From ""Hushaaru""",spotify:track:1J90xtQOA3RJ9ionET2g3V,0.687,0.24,10,-8.65,0.0412,0.791,5.84e-06,0.127,0.575,177.729,173933,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN'}, 'followers': {'href': None, 'total': 6475671}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/7qjJw7ZM2ekDSahLXPjIlN', 'id': '7qjJw7ZM2ekDSahLXPjIlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb583f76654d7e8d4b1a9cce7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b583f76654d7e8d4b1a9cce7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b583f76654d7e8d4b1a9cce7', 'width': 160}], 'name': 'Sid Sriram', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7qjJw7ZM2ekDSahLXPjIlN'}",Sid Sriram,73,"Undiporaadhey (From ""Hushaaru"")",0,Telugu Romance,Romance,te,2,44.812217031414065,71.62107814058226,6.533335350386484,92.62256895621245
